run,best_value,runtime_sec
0,28.853767269895684,10.024287939071655
1,51.73771438637212,10.414742946624756
2,29.848746523703596,10.476545333862305
3,35.81847563172977,10.538344383239746
4,55.7175455769262,10.623877763748169
5,40.79324064484348,10.428353309631348
6,36.813348681249096,10.394745826721191
7,38.8033427273713,10.416147470474243
8,45.76805108920536,10.501223087310791
9,26.863854193528198,10.44112515449524
10,33.82855751754312,10.715326070785522
