run,best_value,runtime_sec
0,1.4732544398778023e-26,13.939433574676514
1,5.881081307939084e-28,11.132451295852661
2,3.9866238542612544,12.893938541412354
3,1.6304337426479245e-26,14.267421245574951
4,3.9866238542612265,13.711763858795166
5,9.240519428532627e-28,12.925330638885498
6,5.253936888288379e-28,14.547157526016235
7,3.85161336974159e-28,13.511611700057983
8,3.302467572094613e-27,11.664253234863281
9,3.9866238542612007,13.479465007781982
10,3.298794438504678e-28,10.662095546722412
