run,best_value,runtime_sec
0,0.0,5.15616512298584
1,0.0,5.119990110397339
2,0.0,5.158050537109375
3,0.0,5.160146236419678
4,0.0,5.121861934661865
5,0.0,5.174824237823486
6,0.0,5.163589000701904
7,0.0,5.161783218383789
8,0.0,5.114696025848389
9,0.0,5.281309366226196
10,0.0,5.195415735244751
