run,best_value,runtime_sec
0,789.5944699001216,1.8280949592590332
1,1243.6464194272485,1.4004201889038086
2,750.1231796536285,1.3865470886230469
3,986.9998488825045,1.402113676071167
4,1342.3477542033843,1.4691996574401855
5,809.3643712159906,1.4195411205291748
6,1026.5040406065627,1.3991446495056152
7,1006.7341392906947,1.5782577991485596
8,1164.6682280265845,1.6511290073394775
9,927.7698043528626,1.4121932983398438
10,1717.4326593625656,1.3703811168670654
