run,best_value,runtime_sec
0,1302.8219353101404,3.195842742919922
1,1816.0683184592326,2.855738639831543
2,1144.9096010190979,2.8034865856170654
3,1598.925939638546,2.7548086643218994
4,1283.0849354718384,3.2373180389404297
5,1401.5232700862762,2.866319179534912
6,1618.6629394768497,2.7714693546295166
7,1717.3642742529837,2.774869918823242
8,1638.3999393151516,3.323305606842041
9,1796.3313186209298,2.771556854248047
10,1895.0326533970638,2.7975001335144043
