run,best_value,runtime_sec
0,7.25516955774465,3.5418477058410645
1,6.293403983453188,3.594343423843384
2,3.7616423074037977,3.5708348751068115
3,0.02831969230870378,3.560037851333618
4,3.4131367755170334,3.579345464706421
5,4.134530349519313,3.532275915145874
6,0.022658489247056948,3.5937607288360596
7,6.1284830098680905,3.518742322921753
8,4.42672964038854,3.5392274856567383
9,8.59845001848371e-05,3.545315980911255
10,2.164307930710441,3.549630880355835
