run,best_value,runtime_sec
0,244.06184533245124,2.023408889770508
1,235.89560868707085,1.8530070781707764
2,240.60795806865957,2.082674741744995
3,261.179819628562,2.1548707485198975
4,254.66449344382667,2.0534725189208984
5,270.9430486034143,2.1262454986572266
6,257.97982779296757,1.8829901218414307
7,258.71689028638616,2.033106565475464
8,243.42486032553586,1.9405734539031982
9,250.9593190479045,1.7149810791015625
10,230.19226964839905,1.7394287586212158
