eval,best_so_far
50.0,162819.1172841762
51.0,162819.1172841762
52.0,162819.1172841762
53.0,162819.1172841762
54.0,162819.1172841762
55.0,162819.1172841762
56.0,133811.98115153285
57.0,133811.98115153285
58.0,133811.98115153285
59.0,133811.98115153285
60.0,133811.98115153285
61.0,133811.98115153285
62.0,133811.98115153285
63.0,133811.98115153285
64.0,133811.98115153285
65.0,133811.98115153285
66.0,133811.98115153285
67.0,133811.98115153285
68.0,133811.98115153285
69.0,133811.98115153285
70.0,133811.98115153285
71.0,133811.98115153285
72.0,133811.98115153285
73.0,133811.98115153285
74.0,133811.98115153285
75.0,133811.98115153285
76.0,133811.98115153285
77.0,133811.98115153285
78.0,133811.98115153285
79.0,133811.98115153285
80.0,133811.98115153285
81.0,133811.98115153285
82.0,133811.98115153285
83.0,133811.98115153285
84.0,133811.98115153285
85.0,133811.98115153285
86.0,133811.98115153285
87.0,133811.98115153285
88.0,133811.98115153285
89.0,133811.98115153285
90.0,133811.98115153285
91.0,133811.98115153285
92.0,133811.98115153285
93.0,133811.98115153285
94.0,133811.98115153285
95.0,133811.98115153285
96.0,133811.98115153285
97.0,133811.98115153285
98.0,133811.98115153285
99.0,133811.98115153285
100.0,133811.98115153285
101.0,133811.98115153285
102.0,133811.98115153285
103.0,133811.98115153285
104.0,133811.98115153285
105.0,133811.98115153285
106.0,133811.98115153285
107.0,133811.98115153285
108.0,133811.98115153285
109.0,133811.98115153285
110.0,133811.98115153285
111.0,79784.16445436965
112.0,79784.16445436965
113.0,79784.16445436965
114.0,79784.16445436965
115.0,79784.16445436965
116.0,79784.16445436965
117.0,79784.16445436965
118.0,79784.16445436965
119.0,79784.16445436965
120.0,79784.16445436965
121.0,79784.16445436965
122.0,79784.16445436965
123.0,79784.16445436965
124.0,79784.16445436965
125.0,79784.16445436965
126.0,79784.16445436965
127.0,79784.16445436965
128.0,79784.16445436965
129.0,79784.16445436965
130.0,79784.16445436965
131.0,79784.16445436965
132.0,79784.16445436965
133.0,79784.16445436965
134.0,79784.16445436965
135.0,79784.16445436965
136.0,79784.16445436965
137.0,79784.16445436965
138.0,79784.16445436965
139.0,79784.16445436965
140.0,79784.16445436965
141.0,79784.16445436965
142.0,79784.16445436965
143.0,79784.16445436965
144.0,79784.16445436965
145.0,79784.16445436965
146.0,79784.16445436965
147.0,79784.16445436965
148.0,79784.16445436965
149.0,79784.16445436965
150.0,79784.16445436965
151.0,79784.16445436965
152.0,79784.16445436965
153.0,79784.16445436965
154.0,79784.16445436965
155.0,79784.16445436965
156.0,79784.16445436965
157.0,79784.16445436965
158.0,79784.16445436965
159.0,79784.16445436965
160.0,79784.16445436965
161.0,79784.16445436965
162.0,79784.16445436965
163.0,79784.16445436965
164.0,79784.16445436965
165.0,79784.16445436965
166.0,79784.16445436965
167.0,79784.16445436965
168.0,79784.16445436965
169.0,79784.16445436965
170.0,79784.16445436965
171.0,79784.16445436965
172.0,79784.16445436965
173.0,79784.16445436965
174.0,79784.16445436965
175.0,79784.16445436965
176.0,79784.16445436965
177.0,79784.16445436965
178.0,66099.34995618257
179.0,66099.34995618257
180.0,66099.34995618257
181.0,66099.34995618257
182.0,66099.34995618257
183.0,66099.34995618257
184.0,66099.34995618257
185.0,66099.34995618257
186.0,66099.34995618257
187.0,66099.34995618257
188.0,66099.34995618257
189.0,66099.34995618257
190.0,66099.34995618257
191.0,66099.34995618257
192.0,66099.34995618257
193.0,66099.34995618257
194.0,66099.34995618257
195.0,66099.34995618257
196.0,66099.34995618257
197.0,66099.34995618257
198.0,66099.34995618257
199.0,66099.34995618257
200.0,66099.34995618257
201.0,66099.34995618257
202.0,66099.34995618257
203.0,66099.34995618257
204.0,66099.34995618257
205.0,66099.34995618257
206.0,66099.34995618257
207.0,66099.34995618257
208.0,66099.34995618257
209.0,66099.34995618257
210.0,66099.34995618257
211.0,66099.34995618257
212.0,66099.34995618257
213.0,66099.34995618257
214.0,66099.34995618257
215.0,66099.34995618257
216.0,66099.34995618257
217.0,66099.34995618257
218.0,66099.34995618257
219.0,66099.34995618257
220.0,66099.34995618257
221.0,66099.34995618257
222.0,66099.34995618257
223.0,66099.34995618257
224.0,66099.34995618257
225.0,66099.34995618257
226.0,66099.34995618257
227.0,66099.34995618257
228.0,66099.34995618257
229.0,66099.34995618257
230.0,66099.34995618257
231.0,66099.34995618257
232.0,66099.34995618257
233.0,66099.34995618257
234.0,66099.34995618257
235.0,66099.34995618257
236.0,66099.34995618257
237.0,66099.34995618257
238.0,66099.34995618257
239.0,66099.34995618257
240.0,66099.34995618257
241.0,66099.34995618257
242.0,66099.34995618257
243.0,66099.34995618257
244.0,66099.34995618257
245.0,66099.34995618257
246.0,66099.34995618257
247.0,66099.34995618257
248.0,66099.34995618257
249.0,66099.34995618257
250.0,66099.34995618257
251.0,66099.34995618257
252.0,66099.34995618257
253.0,66099.34995618257
254.0,66099.34995618257
255.0,66099.34995618257
256.0,66099.34995618257
257.0,66099.34995618257
258.0,66099.34995618257
259.0,66099.34995618257
260.0,66099.34995618257
261.0,66099.34995618257
262.0,66099.34995618257
263.0,66099.34995618257
264.0,66099.34995618257
265.0,66099.34995618257
266.0,66099.34995618257
267.0,66099.34995618257
268.0,66099.34995618257
269.0,66099.34995618257
270.0,66099.34995618257
271.0,66099.34995618257
272.0,66099.34995618257
273.0,66099.34995618257
274.0,66099.34995618257
275.0,66099.34995618257
276.0,66099.34995618257
277.0,66099.34995618257
278.0,66099.34995618257
279.0,66099.34995618257
280.0,66099.34995618257
281.0,66099.34995618257
282.0,66099.34995618257
283.0,66099.34995618257
284.0,66099.34995618257
285.0,66099.34995618257
286.0,66099.34995618257
287.0,66099.34995618257
288.0,66099.34995618257
289.0,66099.34995618257
290.0,66099.34995618257
291.0,66099.34995618257
292.0,66099.34995618257
293.0,66099.34995618257
294.0,66099.34995618257
295.0,66099.34995618257
296.0,66099.34995618257
297.0,66099.34995618257
298.0,66099.34995618257
299.0,66099.34995618257
300.0,66099.34995618257
301.0,21895.200472512548
302.0,21895.200472512548
303.0,21895.200472512548
304.0,21895.200472512548
305.0,21895.200472512548
306.0,21895.200472512548
307.0,21895.200472512548
308.0,21895.200472512548
309.0,21895.200472512548
310.0,21895.200472512548
311.0,21895.200472512548
312.0,21895.200472512548
313.0,21895.200472512548
314.0,21895.200472512548
315.0,21895.200472512548
316.0,21895.200472512548
317.0,21895.200472512548
318.0,21895.200472512548
319.0,21895.200472512548
320.0,21895.200472512548
321.0,21895.200472512548
322.0,21895.200472512548
323.0,21895.200472512548
324.0,21895.200472512548
325.0,21895.200472512548
326.0,21895.200472512548
327.0,21895.200472512548
328.0,21895.200472512548
329.0,21895.200472512548
330.0,21895.200472512548
331.0,21895.200472512548
332.0,21895.200472512548
333.0,21895.200472512548
334.0,21895.200472512548
335.0,21895.200472512548
336.0,21895.200472512548
337.0,21895.200472512548
338.0,21895.200472512548
339.0,21895.200472512548
340.0,21895.200472512548
341.0,21895.200472512548
342.0,21895.200472512548
343.0,21895.200472512548
344.0,21895.200472512548
345.0,21895.200472512548
346.0,21895.200472512548
347.0,21895.200472512548
348.0,21895.200472512548
349.0,21895.200472512548
350.0,21895.200472512548
351.0,21895.200472512548
352.0,21895.200472512548
353.0,21895.200472512548
354.0,21895.200472512548
355.0,21895.200472512548
356.0,21895.200472512548
357.0,21895.200472512548
358.0,21895.200472512548
359.0,21895.200472512548
360.0,21895.200472512548
361.0,21895.200472512548
362.0,21895.200472512548
363.0,21895.200472512548
364.0,21895.200472512548
365.0,21895.200472512548
366.0,21895.200472512548
367.0,21895.200472512548
368.0,21895.200472512548
369.0,21895.200472512548
370.0,21895.200472512548
371.0,21895.200472512548
372.0,21895.200472512548
373.0,21895.200472512548
374.0,21895.200472512548
375.0,21895.200472512548
376.0,21895.200472512548
377.0,21895.200472512548
378.0,21895.200472512548
379.0,21895.200472512548
380.0,21895.200472512548
381.0,21895.200472512548
382.0,21895.200472512548
383.0,21895.200472512548
384.0,21895.200472512548
385.0,21895.200472512548
386.0,21895.200472512548
387.0,21895.200472512548
388.0,21895.200472512548
389.0,21895.200472512548
390.0,21895.200472512548
391.0,21895.200472512548
392.0,21895.200472512548
393.0,21895.200472512548
394.0,21895.200472512548
395.0,21895.200472512548
396.0,21895.200472512548
397.0,21895.200472512548
398.0,21895.200472512548
399.0,21895.200472512548
400.0,21895.200472512548
401.0,21895.200472512548
402.0,21895.200472512548
403.0,21895.200472512548
404.0,21895.200472512548
405.0,21895.200472512548
406.0,21895.200472512548
407.0,21895.200472512548
408.0,21895.200472512548
409.0,21895.200472512548
410.0,21895.200472512548
411.0,21895.200472512548
412.0,21895.200472512548
413.0,21895.200472512548
414.0,21895.200472512548
415.0,21895.200472512548
416.0,21895.200472512548
417.0,21895.200472512548
418.0,21895.200472512548
419.0,21895.200472512548
420.0,21895.200472512548
421.0,21895.200472512548
422.0,21895.200472512548
423.0,21895.200472512548
424.0,21895.200472512548
425.0,21895.200472512548
426.0,21895.200472512548
427.0,21895.200472512548
428.0,21895.200472512548
429.0,21895.200472512548
430.0,21895.200472512548
431.0,21895.200472512548
432.0,21895.200472512548
433.0,21895.200472512548
434.0,21895.200472512548
435.0,21895.200472512548
436.0,21895.200472512548
437.0,21895.200472512548
438.0,21895.200472512548
439.0,21895.200472512548
440.0,21895.200472512548
441.0,21895.200472512548
442.0,21895.200472512548
443.0,21895.200472512548
444.0,21895.200472512548
445.0,21895.200472512548
446.0,21895.200472512548
447.0,21895.200472512548
448.0,21895.200472512548
449.0,21895.200472512548
450.0,21895.200472512548
451.0,21895.200472512548
452.0,21895.200472512548
453.0,21895.200472512548
454.0,21895.200472512548
455.0,21895.200472512548
456.0,21895.200472512548
457.0,21895.200472512548
458.0,21895.200472512548
459.0,21895.200472512548
460.0,21895.200472512548
461.0,21895.200472512548
462.0,21895.200472512548
463.0,21895.200472512548
464.0,21895.200472512548
465.0,21895.200472512548
466.0,21895.200472512548
467.0,21895.200472512548
468.0,21895.200472512548
469.0,21895.200472512548
470.0,21895.200472512548
471.0,21895.200472512548
472.0,21895.200472512548
473.0,21895.200472512548
474.0,21895.200472512548
475.0,21895.200472512548
476.0,21895.200472512548
477.0,21895.200472512548
478.0,21895.200472512548
479.0,21895.200472512548
480.0,21895.200472512548
481.0,21895.200472512548
482.0,21895.200472512548
483.0,21895.200472512548
484.0,21895.200472512548
485.0,21895.200472512548
486.0,21895.200472512548
487.0,21895.200472512548
488.0,21895.200472512548
489.0,21895.200472512548
490.0,21895.200472512548
491.0,21895.200472512548
492.0,21895.200472512548
493.0,21895.200472512548
494.0,21895.200472512548
495.0,21895.200472512548
496.0,21895.200472512548
497.0,21895.200472512548
498.0,21895.200472512548
499.0,21895.200472512548
500.0,21895.200472512548
501.0,21895.200472512548
502.0,21895.200472512548
503.0,21895.200472512548
504.0,21895.200472512548
505.0,21895.200472512548
506.0,21895.200472512548
507.0,21895.200472512548
508.0,21895.200472512548
509.0,21895.200472512548
510.0,21895.200472512548
511.0,21895.200472512548
512.0,21895.200472512548
513.0,21895.200472512548
514.0,21895.200472512548
515.0,21895.200472512548
516.0,21895.200472512548
517.0,21895.200472512548
518.0,21895.200472512548
519.0,21895.200472512548
520.0,21895.200472512548
521.0,21895.200472512548
522.0,21895.200472512548
523.0,21895.200472512548
524.0,6164.063898158278
525.0,6164.063898158278
526.0,6164.063898158278
527.0,6164.063898158278
528.0,6164.063898158278
529.0,6164.063898158278
530.0,6164.063898158278
531.0,6164.063898158278
532.0,6164.063898158278
533.0,6164.063898158278
534.0,6164.063898158278
535.0,6164.063898158278
536.0,6164.063898158278
537.0,6164.063898158278
538.0,6164.063898158278
539.0,6164.063898158278
540.0,6164.063898158278
541.0,6164.063898158278
542.0,6164.063898158278
543.0,6164.063898158278
544.0,6164.063898158278
545.0,6164.063898158278
546.0,6164.063898158278
547.0,6164.063898158278
548.0,6164.063898158278
549.0,6164.063898158278
550.0,6164.063898158278
551.0,6164.063898158278
552.0,6164.063898158278
553.0,6164.063898158278
554.0,6164.063898158278
555.0,6164.063898158278
556.0,6164.063898158278
557.0,6164.063898158278
558.0,6164.063898158278
559.0,6164.063898158278
560.0,6164.063898158278
561.0,6164.063898158278
562.0,6164.063898158278
563.0,6164.063898158278
564.0,6164.063898158278
565.0,6164.063898158278
566.0,6164.063898158278
567.0,6164.063898158278
568.0,6164.063898158278
569.0,6164.063898158278
570.0,6164.063898158278
571.0,6164.063898158278
572.0,6164.063898158278
573.0,6164.063898158278
574.0,6164.063898158278
575.0,6164.063898158278
576.0,6164.063898158278
577.0,6164.063898158278
578.0,6164.063898158278
579.0,6164.063898158278
580.0,6164.063898158278
581.0,6164.063898158278
582.0,6164.063898158278
583.0,6164.063898158278
584.0,6164.063898158278
585.0,6164.063898158278
586.0,6164.063898158278
587.0,6164.063898158278
588.0,6164.063898158278
589.0,6164.063898158278
590.0,6164.063898158278
591.0,6164.063898158278
592.0,6164.063898158278
593.0,6164.063898158278
594.0,6164.063898158278
595.0,6164.063898158278
596.0,6164.063898158278
597.0,6164.063898158278
598.0,6164.063898158278
599.0,6164.063898158278
600.0,6164.063898158278
601.0,6164.063898158278
602.0,6164.063898158278
603.0,6164.063898158278
604.0,6164.063898158278
605.0,6164.063898158278
606.0,6164.063898158278
607.0,6164.063898158278
608.0,6164.063898158278
609.0,6164.063898158278
610.0,6164.063898158278
611.0,6164.063898158278
612.0,6164.063898158278
613.0,6164.063898158278
614.0,6164.063898158278
615.0,6164.063898158278
616.0,6164.063898158278
617.0,6164.063898158278
618.0,6164.063898158278
619.0,6164.063898158278
620.0,6164.063898158278
621.0,6164.063898158278
622.0,6164.063898158278
623.0,6164.063898158278
624.0,6164.063898158278
625.0,6164.063898158278
626.0,6164.063898158278
627.0,6164.063898158278
628.0,6164.063898158278
629.0,6164.063898158278
630.0,6164.063898158278
631.0,6164.063898158278
632.0,6164.063898158278
633.0,6164.063898158278
634.0,6164.063898158278
635.0,6164.063898158278
636.0,6164.063898158278
637.0,6164.063898158278
638.0,6164.063898158278
639.0,6164.063898158278
640.0,6164.063898158278
641.0,6164.063898158278
642.0,6164.063898158278
643.0,6164.063898158278
644.0,6164.063898158278
645.0,6164.063898158278
646.0,6164.063898158278
