eval,best_so_far
50.0,109.84487578806696
51.0,109.84487578806696
52.0,109.84487578806696
53.0,109.84487578806696
54.0,109.84487578806696
55.0,109.84487578806696
56.0,109.84487578806696
57.0,109.84487578806696
58.0,109.84487578806696
59.0,109.84487578806696
60.0,109.84487578806696
61.0,109.84487578806696
62.0,109.84487578806696
63.0,109.84487578806696
64.0,109.84487578806696
65.0,109.84487578806696
66.0,109.84487578806696
67.0,109.84487578806696
68.0,109.84487578806696
69.0,109.84487578806696
70.0,109.84487578806696
71.0,109.84487578806696
72.0,109.84487578806696
73.0,109.84487578806696
74.0,109.84487578806696
75.0,109.84487578806696
76.0,109.84487578806696
77.0,109.84487578806696
78.0,109.84487578806696
79.0,109.84487578806696
80.0,109.84487578806696
81.0,109.84487578806696
82.0,109.84487578806696
83.0,109.84487578806696
84.0,104.2747787874708
85.0,104.2747787874708
86.0,104.2747787874708
87.0,104.2747787874708
88.0,104.2747787874708
89.0,104.2747787874708
90.0,104.2747787874708
91.0,104.2747787874708
92.0,104.2747787874708
93.0,104.2747787874708
94.0,104.2747787874708
95.0,104.2747787874708
96.0,104.2747787874708
97.0,104.2747787874708
98.0,104.2747787874708
99.0,104.2747787874708
100.0,104.2747787874708
101.0,104.2747787874708
102.0,104.2747787874708
103.0,104.2747787874708
104.0,104.2747787874708
105.0,104.2747787874708
106.0,104.2747787874708
107.0,104.2747787874708
108.0,104.2747787874708
109.0,104.2747787874708
110.0,104.2747787874708
111.0,104.2747787874708
112.0,104.2747787874708
113.0,104.2747787874708
114.0,104.2747787874708
115.0,104.2747787874708
116.0,104.2747787874708
117.0,104.2747787874708
118.0,104.2747787874708
119.0,104.2747787874708
120.0,104.2747787874708
121.0,104.2747787874708
122.0,104.2747787874708
123.0,104.2747787874708
124.0,104.2747787874708
125.0,104.2747787874708
126.0,104.2747787874708
127.0,104.2747787874708
128.0,104.2747787874708
129.0,104.2747787874708
130.0,104.2747787874708
131.0,104.2747787874708
132.0,104.2747787874708
133.0,104.2747787874708
134.0,104.2747787874708
135.0,104.2747787874708
136.0,104.2747787874708
137.0,104.2747787874708
138.0,104.2747787874708
139.0,104.2747787874708
140.0,104.2747787874708
141.0,104.2747787874708
142.0,104.2747787874708
143.0,104.2747787874708
144.0,104.2747787874708
145.0,104.2747787874708
146.0,104.2747787874708
147.0,104.2747787874708
148.0,104.2747787874708
149.0,104.2747787874708
150.0,104.2747787874708
151.0,104.2747787874708
152.0,104.2747787874708
153.0,104.2747787874708
154.0,104.2747787874708
155.0,104.2747787874708
156.0,104.2747787874708
157.0,104.2747787874708
158.0,104.2747787874708
159.0,104.2747787874708
160.0,104.2747787874708
161.0,104.2747787874708
162.0,104.2747787874708
163.0,104.2747787874708
164.0,104.2747787874708
165.0,104.2747787874708
166.0,104.2747787874708
167.0,104.2747787874708
168.0,104.2747787874708
169.0,104.2747787874708
170.0,104.2747787874708
171.0,104.2747787874708
172.0,104.2747787874708
173.0,104.2747787874708
174.0,104.2747787874708
175.0,104.2747787874708
176.0,104.2747787874708
177.0,104.2747787874708
178.0,104.2747787874708
179.0,104.2747787874708
180.0,100.30924359214188
181.0,100.30924359214188
182.0,100.30924359214188
183.0,100.30924359214188
184.0,100.30924359214188
185.0,100.30924359214188
186.0,100.30924359214188
187.0,100.30924359214188
188.0,100.30924359214188
189.0,100.30924359214188
190.0,100.30924359214188
191.0,100.30924359214188
192.0,100.30924359214188
193.0,100.30924359214188
194.0,100.30924359214188
195.0,100.30924359214188
196.0,100.30924359214188
197.0,100.30924359214188
198.0,100.30924359214188
199.0,100.30924359214188
200.0,100.30924359214188
201.0,100.30924359214188
202.0,100.30924359214188
203.0,100.30924359214188
204.0,100.30924359214188
205.0,100.30924359214188
206.0,100.30924359214188
207.0,100.30924359214188
208.0,100.30924359214188
209.0,100.30924359214188
210.0,100.30924359214188
211.0,100.30924359214188
212.0,100.30924359214188
213.0,100.30924359214188
214.0,100.30924359214188
215.0,100.30924359214188
216.0,100.30924359214188
217.0,100.30924359214188
218.0,100.30924359214188
219.0,100.30924359214188
220.0,100.30924359214188
221.0,100.30924359214188
222.0,100.30924359214188
223.0,100.30924359214188
224.0,100.30924359214188
225.0,100.30924359214188
226.0,100.30924359214188
227.0,100.30924359214188
228.0,100.30924359214188
229.0,100.30924359214188
230.0,100.30924359214188
231.0,100.30924359214188
232.0,100.30924359214188
233.0,83.26516538899236
234.0,83.26516538899236
235.0,83.26516538899236
236.0,83.26516538899236
237.0,83.26516538899236
238.0,83.26516538899236
239.0,83.26516538899236
240.0,83.26516538899236
241.0,83.26516538899236
242.0,83.26516538899236
243.0,83.26516538899236
244.0,83.26516538899236
245.0,83.26516538899236
246.0,83.26516538899236
247.0,83.26516538899236
248.0,83.26516538899236
249.0,83.26516538899236
250.0,83.26516538899236
251.0,83.26516538899236
252.0,83.26516538899236
253.0,83.26516538899236
254.0,83.26516538899236
255.0,83.26516538899236
256.0,83.26516538899236
257.0,83.26516538899236
258.0,83.26516538899236
259.0,83.26516538899236
260.0,83.26516538899236
261.0,83.26516538899236
262.0,83.26516538899236
263.0,83.26516538899236
264.0,83.26516538899236
265.0,83.26516538899236
266.0,83.26516538899236
267.0,83.26516538899236
268.0,83.26516538899236
269.0,83.26516538899236
270.0,83.26516538899236
271.0,83.26516538899236
272.0,83.26516538899236
273.0,83.26516538899236
274.0,83.26516538899236
275.0,83.26516538899236
276.0,83.26516538899236
277.0,83.26516538899236
278.0,83.26516538899236
279.0,83.26516538899236
280.0,83.26516538899236
281.0,83.26516538899236
282.0,83.26516538899236
283.0,83.26516538899236
284.0,83.26516538899236
285.0,83.26516538899236
286.0,83.26516538899236
287.0,83.26516538899236
288.0,73.66130061456784
289.0,73.66130061456784
290.0,73.66130061456784
291.0,73.66130061456784
292.0,73.66130061456784
293.0,73.66130061456784
294.0,73.66130061456784
295.0,73.66130061456784
296.0,73.66130061456784
297.0,73.66130061456784
298.0,73.66130061456784
299.0,73.66130061456784
300.0,73.66130061456784
301.0,73.66130061456784
302.0,73.66130061456784
303.0,73.66130061456784
304.0,73.66130061456784
305.0,73.66130061456784
306.0,73.66130061456784
307.0,73.66130061456784
308.0,73.66130061456784
309.0,73.66130061456784
310.0,73.66130061456784
311.0,73.66130061456784
312.0,73.66130061456784
313.0,73.66130061456784
314.0,73.66130061456784
315.0,73.66130061456784
316.0,73.66130061456784
317.0,73.66130061456784
318.0,73.66130061456784
319.0,73.66130061456784
320.0,73.66130061456784
321.0,73.66130061456784
322.0,73.66130061456784
323.0,73.66130061456784
324.0,73.66130061456784
325.0,73.66130061456784
326.0,73.66130061456784
327.0,73.66130061456784
328.0,73.66130061456784
329.0,73.66130061456784
330.0,73.66130061456784
331.0,73.66130061456784
332.0,73.66130061456784
333.0,73.66130061456784
334.0,73.66130061456784
335.0,73.66130061456784
336.0,73.66130061456784
337.0,73.66130061456784
338.0,73.66130061456784
339.0,73.66130061456784
340.0,73.66130061456784
341.0,73.66130061456784
342.0,73.66130061456784
343.0,73.66130061456784
344.0,73.66130061456784
345.0,73.66130061456784
346.0,73.66130061456784
347.0,73.66130061456784
348.0,73.66130061456784
349.0,73.66130061456784
350.0,73.66130061456784
351.0,73.66130061456784
352.0,73.66130061456784
353.0,73.66130061456784
354.0,73.66130061456784
355.0,73.66130061456784
356.0,73.66130061456784
357.0,73.66130061456784
358.0,73.66130061456784
359.0,73.66130061456784
360.0,73.66130061456784
361.0,73.66130061456784
362.0,73.66130061456784
363.0,73.66130061456784
364.0,73.66130061456784
365.0,73.66130061456784
366.0,73.66130061456784
367.0,73.66130061456784
368.0,73.66130061456784
369.0,73.66130061456784
370.0,73.66130061456784
371.0,73.66130061456784
372.0,73.66130061456784
373.0,73.66130061456784
374.0,73.66130061456784
375.0,73.66130061456784
376.0,73.66130061456784
377.0,73.66130061456784
378.0,73.66130061456784
379.0,73.66130061456784
380.0,73.66130061456784
381.0,73.66130061456784
382.0,73.66130061456784
383.0,73.66130061456784
384.0,73.66130061456784
385.0,73.66130061456784
