eval,best_so_far
200,235.89560868707085
300,235.89560868707085
400,235.89560868707085
500,235.89560868707085
600,235.89560868707085
700,235.89560868707085
800,235.89560868707085
900,235.89560868707085
1000,235.89560868707085
1100,235.89560868707085
1200,235.89560868707085
1300,235.89560868707085
1400,235.89560868707085
1500,235.89560868707085
1600,235.89560868707085
1700,235.89560868707085
1800,235.89560868707085
1900,235.89560868707085
2000,235.89560868707085
2100,235.89560868707085
2200,235.89560868707085
2300,235.89560868707085
2400,235.89560868707085
2500,235.89560868707085
2600,235.89560868707085
2700,235.89560868707085
2800,235.89560868707085
2900,235.89560868707085
3000,235.89560868707085
3100,235.89560868707085
3200,235.89560868707085
3300,235.89560868707085
3400,235.89560868707085
3500,235.89560868707085
3600,235.89560868707085
3700,235.89560868707085
3800,235.89560868707085
3900,235.89560868707085
4000,235.89560868707085
4100,235.89560868707085
4200,235.89560868707085
4300,235.89560868707085
4400,235.89560868707085
4500,235.89560868707085
4600,235.89560868707085
4700,235.89560868707085
4800,235.89560868707085
4900,235.89560868707085
5000,235.89560868707085
5100,235.89560868707085
5200,235.89560868707085
5300,235.89560868707085
5400,235.89560868707085
5500,235.89560868707085
5600,235.89560868707085
5700,235.89560868707085
5800,235.89560868707085
5900,235.89560868707085
6000,235.89560868707085
6100,235.89560868707085
6200,235.89560868707085
6300,235.89560868707085
6400,235.89560868707085
6500,235.89560868707085
6600,235.89560868707085
6700,235.89560868707085
6800,235.89560868707085
6900,235.89560868707085
7000,235.89560868707085
7100,235.89560868707085
7200,235.89560868707085
7300,235.89560868707085
7400,235.89560868707085
7500,235.89560868707085
7600,235.89560868707085
7700,235.89560868707085
7800,235.89560868707085
7900,235.89560868707085
8000,235.89560868707085
8100,235.89560868707085
8200,235.89560868707085
8300,235.89560868707085
8400,235.89560868707085
8500,235.89560868707085
8600,235.89560868707085
8700,235.89560868707085
8800,235.89560868707085
8900,235.89560868707085
9000,235.89560868707085
9100,235.89560868707085
9200,235.89560868707085
